,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,label
4451,0.5,0.5,0.5,0.49,0.53,0.57,0.46,0.56,0.59,0.55,0.56,0.56,0.56,0.55,0.56,0.56,0.55,0.55,0.57,0
4452,0.49,0.5,0.5,0.49,0.52,0.57,0.45,0.44,0.57,0.56,0.57,0.57,0.57,0.56,0.57,0.57,0.56,0.55,0.58,0
4453,0.53,0.5,0.5,0.56,0.52,0.57,0.45,0.58,0.54,0.56,0.57,0.57,0.57,0.57,0.57,0.57,0.56,0.56,0.58,0
4454,0.5,0.5,0.5,0.56,0.51,0.57,0.44,0.53,0.57,0.56,0.57,0.57,0.57,0.57,0.57,0.57,0.56,0.56,0.59,0
4455,0.5,0.5,0.5,0.49,0.51,0.57,0.44,0.58,0.55,0.57,0.58,0.58,0.58,0.57,0.58,0.58,0.58,0.57,0.6,0
4456,0.5,0.5,0.5,0.49,0.5,0.57,0.44,0.64,0.59,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.56,0.59,0
4457,0.49,0.5,0.5,0.49,0.52,0.57,0.44,0.48,0.62,0.57,0.58,0.58,0.58,0.57,0.58,0.58,0.58,0.56,0.59,0
4458,0.53,0.5,0.5,0.49,0.5,0.57,0.43,0.61,0.59,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.57,0.6,0
4459,0.53,0.5,0.5,0.49,0.51,0.57,0.43,0.62,0.59,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.57,0.6,0
4460,0.49,0.5,0.5,0.49,0.52,0.57,0.43,0.61,0.55,0.58,0.59,0.59,0.59,0.58,0.59,0.59,0.59,0.58,0.6,0
4461,0.51,0.5,0.5,0.49,0.52,0.57,0.43,0.65,0.58,0.58,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.58,0.61,0
4462,0.49,0.5,0.5,0.49,0.51,0.57,0.41,0.59,0.62,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.62,0
4463,0.49,0.5,0.5,0.49,0.5,0.57,0.41,0.73,0.57,0.58,0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.59,0.62,0
4464,0.49,0.5,0.5,0.49,0.52,0.57,0.41,0.68,0.64,0.6,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.63,0
4465,0.51,0.5,0.5,0.49,0.52,0.57,0.41,0.59,0.63,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.63,0
4466,0.51,0.5,0.5,0.56,0.53,0.57,0.4,0.59,0.59,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.62,0.6,0.63,0
4467,0.52,0.5,0.5,0.56,0.49,0.57,0.39,0.71,0.6,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.63,0.61,0.64,0
4468,0.55,0.5,0.5,0.56,0.51,0.57,0.38,0.57,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.64,0.62,0.65,0
4469,0.59,0.5,0.5,0.49,0.5,0.57,0.38,0.68,0.63,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.63,0.66,0
4470,0.61,0.5,0.5,0.49,0.52,0.57,0.36,0.63,0.63,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.64,0.66,0
4471,0.56,0.5,0.5,0.49,0.51,0.57,0.37,0.63,0.59,0.65,0.64,0.65,0.65,0.65,0.65,0.64,0.64,0.64,0.66,0
4472,0.52,0.5,0.5,0.49,0.52,0.83,0.36,0.74,0.6,0.65,0.65,0.65,0.65,0.66,0.65,0.65,0.65,0.64,0.66,0
4473,0.47,0.5,0.5,0.56,0.51,0.57,0.36,0.6,0.66,0.64,0.65,0.65,0.65,0.66,0.65,0.65,0.64,0.64,0.66,0
4474,0.5,0.5,0.5,0.49,0.51,0.57,0.37,0.71,0.62,0.65,0.64,0.65,0.65,0.65,0.65,0.64,0.64,0.64,0.66,0
4475,0.54,0.5,0.5,0.56,0.48,0.57,0.37,0.75,0.64,0.64,0.64,0.65,0.64,0.65,0.64,0.64,0.64,0.64,0.65,0
4476,0.5,0.5,0.5,0.49,0.52,0.57,0.38,0.57,0.62,0.63,0.64,0.64,0.64,0.64,0.64,0.64,0.63,0.63,0.65,0
4477,0.48,0.5,0.5,0.49,0.51,0.57,0.38,0.64,0.59,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.62,0.64,0
4478,0.48,0.5,0.5,0.49,0.51,0.57,0.38,0.77,0.62,0.62,0.63,0.63,0.63,0.63,0.63,0.63,0.62,0.62,0.64,0
4479,0.5,0.5,0.5,0.49,0.5,0.57,0.39,0.56,0.61,0.62,0.63,0.63,0.63,0.62,0.63,0.63,0.62,0.62,0.64,0
4480,0.53,0.5,0.5,0.49,0.52,0.57,0.39,0.7,0.66,0.62,0.63,0.63,0.63,0.62,0.63,0.63,0.62,0.62,0.63,0
4481,0.51,0.5,0.5,0.49,0.5,0.57,0.39,0.56,0.61,0.62,0.63,0.62,0.63,0.62,0.63,0.63,0.62,0.62,0.63,0
4482,0.52,0.5,0.5,0.49,0.53,0.57,0.39,0.51,0.64,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.63,0
4483,0.48,0.5,0.5,0.56,0.53,0.57,0.4,0.61,0.66,0.59,0.61,0.61,0.61,0.6,0.61,0.61,0.61,0.6,0.62,0
4484,0.55,0.5,0.5,0.49,0.53,0.57,0.41,0.53,0.61,0.59,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.61,0
4485,0.51,0.5,0.5,0.49,0.48,0.57,0.41,0.51,0.6,0.59,0.61,0.6,0.6,0.6,0.6,0.61,0.59,0.59,0.61,0
4486,0.53,0.5,0.5,0.49,0.49,0.57,0.42,0.68,0.56,0.59,0.6,0.6,0.6,0.59,0.6,0.6,0.59,0.59,0.6,0
4487,0.5,0.5,0.5,0.49,0.49,0.57,0.42,0.59,0.56,0.58,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.58,0.59,0
4488,0.52,0.5,0.5,0.49,0.49,0.57,0.42,0.57,0.56,0.58,0.59,0.59,0.59,0.58,0.59,0.59,0.6,0.58,0.6,0
4489,0.52,0.5,0.5,0.49,0.49,0.57,0.39,0.58,0.6,0.62,0.62,0.62,0.62,0.61,0.62,0.63,0.63,0.61,0.63,0
4490,0.52,0.5,0.5,0.49,0.51,0.57,0.41,0.62,0.61,0.59,0.61,0.61,0.61,0.6,0.61,0.61,0.61,0.6,0.61,0
4491,0.52,0.5,0.5,0.49,0.52,0.57,0.41,0.49,0.61,0.59,0.61,0.6,0.6,0.6,0.6,0.61,0.6,0.59,0.61,0
4492,0.52,0.5,0.5,0.49,0.52,0.57,0.41,0.55,0.6,0.59,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.59,0.61,0
4493,0.52,0.5,0.5,0.49,0.52,0.57,0.41,0.55,0.62,0.59,0.61,0.6,0.61,0.59,0.61,0.61,0.6,0.6,0.61,0
4494,0.53,0.5,0.5,0.49,0.53,0.57,0.41,0.57,0.59,0.59,0.6,0.6,0.6,0.59,0.6,0.6,0.59,0.59,0.61,0
4495,0.5,0.5,0.5,0.49,0.5,0.57,0.41,0.54,0.57,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.61,0
4496,0.51,0.5,0.5,0.56,0.52,0.57,0.41,0.5,0.57,0.59,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.59,0.61,0
4497,0.5,0.5,0.5,0.49,0.51,0.57,0.42,0.63,0.61,0.59,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.59,0.6,0
4498,0.55,0.5,0.5,0.56,0.52,0.57,0.41,0.65,0.59,0.58,0.6,0.6,0.6,0.59,0.6,0.6,0.59,0.59,0.6,0
4499,0.49,0.5,0.5,0.49,0.51,0.57,0.42,0.47,0.61,0.58,0.6,0.59,0.59,0.58,0.59,0.6,0.59,0.58,0.6,0
4500,0.51,0.5,0.5,0.49,0.52,0.57,0.42,0.51,0.59,0.58,0.6,0.59,0.59,0.58,0.59,0.6,0.58,0.58,0.6,0
4501,0.49,0.5,0.5,0.49,0.52,0.57,0.42,0.73,0.57,0.58,0.6,0.59,0.59,0.58,0.59,0.6,0.59,0.58,0.6,0
4502,0.48,0.5,0.5,0.49,0.52,0.57,0.42,0.7,0.62,0.59,0.59,0.59,0.59,0.58,0.59,0.59,0.59,0.58,0.59,0
4503,0.49,0.5,0.5,0.56,0.51,0.57,0.42,0.67,0.58,0.58,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.58,0.59,0
4504,0.53,0.5,0.5,0.49,0.51,0.57,0.42,0.66,0.61,0.58,0.6,0.59,0.59,0.58,0.59,0.59,0.59,0.58,0.6,0
4505,0.48,0.5,0.5,1.0,0.5,0.57,0.42,0.54,0.62,0.58,0.59,0.59,0.59,0.58,0.59,0.59,0.59,0.58,0.59,0
4506,0.52,0.5,0.5,1.0,0.49,0.57,0.43,0.54,0.61,0.57,0.59,0.59,0.59,0.58,0.59,0.59,0.57,0.58,0.59,0
4507,0.49,0.5,0.5,0.49,0.52,0.57,0.42,0.58,0.61,0.57,0.6,0.59,0.59,0.59,0.59,0.6,0.59,0.58,0.6,0
4508,0.5,0.5,0.5,0.49,0.49,0.57,0.42,0.55,0.58,0.58,0.6,0.59,0.59,0.59,0.59,0.6,0.58,0.58,0.6,0
4509,0.5,0.5,0.5,0.56,0.5,0.57,0.42,0.45,0.56,0.58,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.58,0.6,0
4510,0.5,0.5,0.5,0.49,0.5,0.57,0.42,0.5,0.55,0.58,0.6,0.6,0.6,0.59,0.6,0.6,0.59,0.59,0.59,0
4511,0.5,0.5,0.5,0.49,0.49,0.57,0.42,0.53,0.54,0.58,0.6,0.59,0.59,0.59,0.59,0.6,0.59,0.58,0.59,0
4512,0.49,0.5,0.5,0.49,0.51,0.57,0.42,0.5,0.55,0.58,0.6,0.59,0.6,0.59,0.6,0.6,0.6,0.58,0.6,0
4513,0.48,0.5,0.5,0.62,0.51,0.57,0.42,0.45,0.58,0.58,0.6,0.59,0.6,0.59,0.6,0.6,0.59,0.58,0.6,0
4514,0.54,0.5,0.5,0.49,0.52,0.57,0.42,0.43,0.6,0.59,0.6,0.6,0.6,0.59,0.6,0.6,0.59,0.59,0.6,0
4515,0.51,0.5,0.5,0.49,0.51,0.57,0.41,0.68,0.6,0.59,0.6,0.6,0.6,0.59,0.6,0.6,0.59,0.59,0.6,0
4516,0.5,0.5,0.5,0.49,0.53,0.57,0.41,0.62,0.57,0.59,0.61,0.61,0.61,0.6,0.61,0.61,0.59,0.6,0.6,0
4517,0.52,0.5,0.5,0.49,0.51,0.57,0.4,0.73,0.58,0.6,0.61,0.61,0.61,0.6,0.61,0.61,0.61,0.6,0.61,0
4518,0.47,0.5,0.5,0.49,0.51,0.57,0.41,0.65,0.57,0.59,0.61,0.61,0.61,0.6,0.61,0.61,0.6,0.6,0.61,0
4519,0.48,0.5,0.5,0.49,0.51,0.57,0.4,0.61,0.65,0.6,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.61,0
4520,0.53,0.5,0.5,0.49,0.53,0.57,0.41,0.63,0.62,0.6,0.61,0.61,0.61,0.6,0.61,0.61,0.6,0.59,0.61,0
4521,0.5,0.5,0.5,0.56,0.52,0.57,0.41,0.61,0.58,0.6,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.61,0
4522,0.52,0.5,0.5,0.49,0.52,0.57,0.41,0.58,0.61,0.59,0.61,0.61,0.61,0.6,0.61,0.61,0.59,0.6,0.6,0
4523,0.53,0.5,0.5,0.62,0.51,0.57,0.4,0.62,0.58,0.61,0.61,0.61,0.61,0.6,0.61,0.61,0.61,0.6,0.61,0
4524,0.52,0.5,0.5,0.62,0.5,0.57,0.41,0.69,0.63,0.58,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.6,0
4525,0.53,0.5,0.5,0.49,0.51,0.57,0.42,0.49,0.6,0.59,0.6,0.6,0.6,0.59,0.6,0.6,0.59,0.58,0.6,0
4526,0.49,0.5,0.5,0.56,0.52,0.57,0.41,0.57,0.62,0.59,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.59,0.6,0
4527,0.55,0.5,0.5,0.49,0.51,0.57,0.41,0.63,0.54,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.6,0
4528,0.51,0.5,0.5,0.49,0.51,0.57,0.42,0.46,0.55,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.59,0
4529,0.51,0.5,0.5,0.56,0.52,0.57,0.42,0.61,0.64,0.59,0.6,0.6,0.6,0.59,0.6,0.6,0.59,0.59,0.59,0
4530,0.47,0.5,0.5,0.56,0.52,0.57,0.41,0.48,0.55,0.58,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.6,0
4531,0.5,0.5,0.5,0.49,0.52,0.57,0.42,0.67,0.58,0.59,0.6,0.59,0.6,0.59,0.6,0.6,0.59,0.58,0.59,0
4532,0.52,0.5,0.5,0.49,0.54,0.57,0.42,0.59,0.62,0.58,0.59,0.59,0.59,0.58,0.59,0.59,0.59,0.58,0.59,0
4533,0.54,0.5,0.5,0.49,0.52,0.57,0.42,0.45,0.59,0.59,0.6,0.59,0.59,0.59,0.59,0.6,0.59,0.58,0.59,0
4534,0.56,0.5,0.5,0.49,0.52,0.57,0.42,0.67,0.57,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.6,0
4535,0.61,0.5,0.5,0.49,0.5,0.57,0.41,0.51,0.61,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.6,0
4536,0.61,0.5,0.5,0.49,0.52,0.57,0.42,0.5,0.56,0.58,0.6,0.59,0.6,0.59,0.6,0.6,0.58,0.58,0.6,0
4537,0.6,0.5,0.5,0.49,0.52,0.57,0.42,0.71,0.61,0.58,0.6,0.59,0.6,0.59,0.6,0.6,0.59,0.59,0.6,0
4538,0.59,0.5,0.5,0.49,0.51,0.57,0.41,0.68,0.56,0.59,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.59,0.6,0
4539,0.61,0.5,0.5,0.49,0.53,0.57,0.41,0.55,0.56,0.59,0.6,0.6,0.6,0.59,0.6,0.6,0.59,0.59,0.6,0
4540,0.57,0.5,0.5,0.49,0.52,0.57,0.41,0.56,0.61,0.59,0.61,0.6,0.61,0.6,0.61,0.61,0.6,0.6,0.61,0
4541,0.53,0.5,0.5,0.49,0.51,0.57,0.41,0.65,0.59,0.59,0.61,0.61,0.61,0.6,0.61,0.61,0.6,0.6,0.61,0
4542,0.5,0.5,0.5,0.49,0.53,0.57,0.4,0.51,0.57,0.59,0.61,0.61,0.61,0.6,0.61,0.61,0.6,0.6,0.61,0
4543,0.5,0.5,0.5,0.49,0.51,0.57,0.4,0.52,0.62,0.6,0.61,0.61,0.61,0.6,0.61,0.61,0.6,0.6,0.61,0
4544,0.5,0.5,0.5,0.56,0.5,0.57,0.39,0.72,0.59,0.61,0.62,0.61,0.62,0.61,0.62,0.62,0.61,0.61,0.61,0
4545,0.49,0.5,0.5,0.49,0.51,0.57,0.39,0.57,0.66,0.61,0.62,0.62,0.62,0.61,0.62,0.62,0.62,0.61,0.61,0
4546,0.51,0.5,0.5,0.49,0.54,0.57,0.4,0.79,0.66,0.6,0.62,0.61,0.61,0.61,0.61,0.62,0.61,0.61,0.61,0
4547,0.5,0.5,0.5,0.49,0.49,0.57,0.39,0.53,0.68,0.61,0.62,0.62,0.62,0.61,0.62,0.62,0.61,0.61,0.62,0
4548,0.5,0.5,0.5,0.49,0.5,0.57,0.39,0.6,0.67,0.62,0.63,0.62,0.62,0.62,0.62,0.63,0.62,0.62,0.62,0
4549,0.53,0.5,0.5,0.56,0.5,0.57,0.38,0.55,0.65,0.63,0.63,0.63,0.63,0.62,0.63,0.63,0.63,0.62,0.63,0
4550,0.51,0.5,0.5,0.49,0.52,0.57,0.37,0.55,0.65,0.62,0.64,0.63,0.64,0.62,0.64,0.64,0.63,0.63,0.63,0
4551,0.54,0.5,0.5,0.49,0.49,0.57,0.37,0.58,0.63,0.62,0.64,0.64,0.64,0.63,0.64,0.64,0.64,0.64,0.64,0
4552,0.5,0.5,0.5,0.49,0.52,0.57,0.36,0.68,0.64,0.65,0.66,0.65,0.65,0.65,0.65,0.66,0.66,0.65,0.65,0
4553,0.51,0.5,0.5,0.49,0.51,0.57,0.35,0.63,0.66,0.66,0.66,0.66,0.66,0.65,0.66,0.66,0.66,0.65,0.65,0
4554,0.52,0.5,0.5,0.49,0.5,0.57,0.34,0.71,0.64,0.66,0.67,0.67,0.67,0.66,0.67,0.67,0.67,0.67,0.67,0
4555,0.48,0.5,0.5,0.49,0.48,0.57,0.34,0.73,0.65,0.66,0.67,0.67,0.67,0.67,0.67,0.67,0.68,0.67,0.67,0
4556,0.48,0.5,0.5,0.49,0.51,0.57,0.32,0.69,0.66,0.68,0.69,0.69,0.69,0.69,0.69,0.69,0.68,0.69,0.69,0
4557,0.5,0.5,0.5,0.49,0.52,0.57,0.3,0.64,0.71,0.7,0.71,0.71,0.71,0.71,0.71,0.71,0.7,0.71,0.7,0
4558,0.51,0.5,0.5,0.49,0.49,0.57,0.29,0.62,0.72,0.71,0.72,0.71,0.72,0.71,0.72,0.72,0.72,0.71,0.71,0
4559,0.54,0.5,0.5,0.49,0.5,0.57,0.28,0.62,0.65,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.71,0
4560,0.53,0.5,0.5,0.49,0.51,0.57,0.26,0.72,0.76,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.73,0
4561,0.54,0.5,0.5,1.0,0.5,0.83,0.24,0.64,0.77,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.77,0.75,0
4562,0.52,0.5,0.5,0.49,0.53,0.57,0.22,0.81,0.76,0.78,0.77,0.77,0.77,0.77,0.77,0.77,0.78,0.78,0.77,0
4563,0.51,0.5,0.5,0.49,0.5,0.83,0.21,0.77,0.76,0.79,0.78,0.78,0.78,0.78,0.78,0.78,0.79,0.79,0.77,0
4564,0.54,0.5,0.5,0.56,0.51,0.83,0.19,0.88,0.77,0.81,0.8,0.8,0.8,0.81,0.8,0.8,0.82,0.81,0.79,0
4565,0.56,0.5,0.5,0.49,0.5,0.83,0.16,0.84,0.81,0.84,0.82,0.82,0.82,0.83,0.82,0.82,0.83,0.84,0.81,0
4566,0.52,0.5,0.5,0.49,0.51,0.83,0.14,1.0,0.86,0.86,0.84,0.84,0.84,0.85,0.84,0.84,0.85,0.86,0.84,0
4567,0.49,0.5,0.5,0.49,0.52,0.83,0.12,0.92,0.92,0.88,0.85,0.85,0.85,0.86,0.85,0.85,0.87,0.88,0.85,0
4568,0.56,0.5,0.5,0.49,0.5,0.83,0.11,0.95,0.92,0.89,0.86,0.86,0.86,0.87,0.86,0.86,0.89,0.89,0.85,0
4569,0.54,0.5,0.5,0.49,0.51,0.83,0.1,0.92,0.87,0.9,0.87,0.87,0.87,0.89,0.87,0.86,0.89,0.9,0.85,0
4570,0.51,0.5,0.5,0.49,0.52,1.0,0.1,0.88,0.9,0.9,0.87,0.88,0.88,0.9,0.88,0.87,0.9,0.91,0.86,0
4571,0.52,0.5,0.5,0.49,0.5,1.0,0.09,0.79,0.92,0.91,0.87,0.88,0.88,0.9,0.88,0.87,0.9,0.92,0.87,0
4572,0.5,0.5,0.5,0.49,0.52,0.83,0.06,1.0,0.86,0.93,0.89,0.9,0.9,0.92,0.9,0.9,0.92,0.94,0.89,0
4573,0.49,0.5,0.5,0.49,0.5,1.0,0.06,0.99,0.85,0.94,0.9,0.9,0.9,0.93,0.9,0.9,0.92,0.94,0.88,0
4574,0.52,0.5,0.5,0.49,0.52,1.0,0.05,0.87,0.94,0.96,0.91,0.92,0.91,0.94,0.91,0.91,0.93,0.96,0.89,0
4575,0.51,0.5,0.5,0.49,0.52,1.0,0.04,0.91,0.94,0.96,0.91,0.92,0.92,0.95,0.92,0.91,0.94,0.97,0.89,0
4576,0.5,0.5,0.5,0.49,0.51,1.0,0.03,0.82,0.99,0.97,0.91,0.93,0.92,0.95,0.92,0.91,0.95,0.97,0.89,0
4577,0.52,0.5,0.5,0.49,0.53,1.0,0.03,1.0,0.91,0.97,0.92,0.93,0.93,0.96,0.93,0.92,0.96,0.98,0.89,0
4578,0.47,0.5,0.5,0.49,0.52,1.0,0.03,1.0,0.85,0.97,0.92,0.93,0.92,0.96,0.92,0.92,0.95,0.98,0.89,0
4579,0.53,0.5,0.5,0.49,0.52,1.0,0.04,1.0,0.92,0.96,0.9,0.92,0.91,0.95,0.91,0.9,0.94,0.96,0.89,0
4580,0.51,0.5,0.5,0.49,0.5,1.0,0.04,1.0,0.91,0.96,0.91,0.92,0.91,0.94,0.91,0.91,0.96,0.97,0.96,0
4581,0.51,0.5,0.5,0.56,0.52,1.0,0.05,0.94,0.85,0.95,0.9,0.91,0.9,0.94,0.9,0.9,0.93,0.95,0.94,0
4582,0.57,0.5,0.5,0.49,0.52,1.0,0.06,0.93,0.94,0.95,0.89,0.9,0.9,0.93,0.9,0.89,0.92,0.94,0.9,0
4583,0.49,0.5,0.5,0.49,0.51,1.0,0.08,0.97,0.96,0.93,0.88,0.9,0.89,0.92,0.89,0.88,0.93,0.93,0.91,0
4584,0.51,0.5,0.5,0.49,0.51,1.0,0.09,0.78,0.93,0.92,0.87,0.88,0.87,0.91,0.87,0.87,0.9,0.91,0.87,0
4585,0.48,0.5,0.5,0.49,0.51,1.0,0.12,0.74,0.89,0.89,0.85,0.86,0.86,0.89,0.86,0.85,0.87,0.89,0.84,0
4586,0.49,0.5,0.5,0.49,0.5,1.0,0.13,0.86,0.88,0.87,0.84,0.85,0.84,0.87,0.84,0.84,0.85,0.87,0.82,0
4587,0.47,0.5,0.5,0.49,0.52,1.0,0.16,0.87,0.92,0.84,0.82,0.83,0.82,0.85,0.82,0.82,0.83,0.84,0.8,0
4588,0.49,0.5,0.5,0.49,0.51,0.83,0.18,0.77,0.84,0.83,0.8,0.81,0.8,0.82,0.8,0.8,0.8,0.82,0.78,0
4589,0.54,0.5,0.5,0.49,0.52,0.83,0.21,0.92,0.85,0.8,0.78,0.78,0.78,0.8,0.78,0.78,0.79,0.8,0.76,0
4590,0.52,0.5,0.5,0.49,0.52,0.83,0.22,0.72,0.77,0.79,0.77,0.77,0.77,0.78,0.77,0.77,0.77,0.78,0.75,0
4591,0.53,0.5,0.5,0.49,0.51,0.83,0.25,0.66,0.76,0.75,0.74,0.75,0.75,0.75,0.75,0.74,0.74,0.75,0.72,0
4592,0.5,0.5,0.5,0.56,0.51,0.83,0.27,0.62,0.74,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.72,0.73,0.7,0
4593,0.51,0.5,0.5,0.49,0.49,0.83,0.3,0.71,0.71,0.69,0.71,0.7,0.71,0.7,0.71,0.71,0.7,0.71,0.68,0
4594,0.51,0.5,0.5,0.49,0.52,0.57,0.33,0.65,0.65,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.67,0.68,0.65,0
4595,0.48,0.5,0.5,0.49,0.53,0.57,0.34,0.67,0.66,0.65,0.66,0.66,0.66,0.65,0.66,0.66,0.66,0.66,0.64,0
4596,0.49,0.5,0.5,0.49,0.51,0.57,0.36,0.56,0.65,0.63,0.64,0.64,0.64,0.63,0.64,0.64,0.63,0.64,0.62,0
4597,0.52,0.5,0.5,0.49,0.52,0.57,0.38,0.83,0.65,0.63,0.63,0.62,0.63,0.62,0.63,0.63,0.61,0.62,0.6,0
4598,0.5,0.5,0.5,0.49,0.5,0.57,0.4,0.51,0.6,0.59,0.61,0.6,0.6,0.59,0.6,0.61,0.59,0.6,0.58,0
4599,0.47,0.5,0.5,0.49,0.52,0.57,0.43,0.58,0.58,0.57,0.58,0.58,0.58,0.57,0.58,0.58,0.56,0.58,0.55,0
4600,0.48,0.5,0.5,0.56,0.52,0.57,0.45,0.46,0.56,0.54,0.56,0.56,0.56,0.55,0.56,0.56,0.55,0.56,0.54,0
4601,0.48,0.5,0.5,0.56,0.51,0.57,0.47,0.45,0.54,0.53,0.54,0.53,0.54,0.52,0.54,0.54,0.53,0.53,0.52,0
4602,0.51,0.5,0.5,0.56,0.51,0.32,0.49,0.36,0.52,0.52,0.52,0.52,0.52,0.51,0.52,0.52,0.52,0.52,0.5,0
4603,0.51,0.5,0.5,0.49,0.53,0.32,0.51,0.52,0.49,0.49,0.5,0.5,0.5,0.49,0.5,0.5,0.49,0.5,0.48,0
4604,0.48,0.5,0.5,0.49,0.52,0.32,0.52,0.52,0.49,0.47,0.49,0.48,0.49,0.47,0.49,0.49,0.48,0.48,0.46,0
4605,0.47,0.5,0.5,0.49,0.49,0.32,0.54,0.34,0.44,0.46,0.47,0.47,0.47,0.46,0.47,0.47,0.45,0.46,0.44,0
4606,0.48,0.5,0.5,0.49,0.52,0.32,0.56,0.42,0.47,0.44,0.45,0.45,0.45,0.44,0.45,0.45,0.44,0.45,0.43,0
4607,0.5,0.5,0.5,0.49,0.52,0.32,0.57,0.43,0.42,0.43,0.44,0.44,0.44,0.43,0.44,0.44,0.43,0.44,0.42,0
4608,0.5,0.5,0.5,0.49,0.5,0.31,0.6,0.35,0.43,0.4,0.41,0.41,0.41,0.4,0.41,0.41,0.4,0.4,0.42,0
4609,0.5,0.5,0.5,0.97,0.52,0.31,0.62,0.38,0.39,0.38,0.39,0.38,0.39,0.38,0.39,0.39,0.38,0.38,0.39,0
4610,0.5,0.5,0.5,0.53,0.5,0.31,0.64,0.29,0.41,0.37,0.37,0.37,0.37,0.36,0.37,0.37,0.37,0.37,0.38,0
4611,0.47,0.5,0.5,0.49,0.5,0.31,0.65,0.31,0.35,0.34,0.36,0.36,0.36,0.35,0.36,0.36,0.35,0.35,0.36,0
4612,0.48,0.5,0.5,0.56,0.5,0.31,0.66,0.36,0.37,0.34,0.35,0.35,0.35,0.34,0.35,0.35,0.35,0.34,0.36,0
4613,0.48,0.5,0.5,0.49,0.5,0.31,0.67,0.36,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.34,0
4614,0.48,0.5,0.5,0.49,0.49,0.31,0.68,0.28,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.33,0
4615,0.49,0.5,0.5,0.49,0.5,0.31,0.69,0.31,0.34,0.3,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0
4616,0.47,0.5,0.5,0.49,0.51,0.31,0.7,0.29,0.32,0.29,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0
4617,0.49,0.5,0.5,0.49,0.5,0.31,0.71,0.29,0.27,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.29,0.29,0
4618,0.48,0.5,0.5,0.49,0.5,0.31,0.72,0.26,0.28,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0
4619,0.48,0.5,0.5,0.56,0.5,0.31,0.73,0.3,0.27,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0
4620,0.49,0.5,0.5,0.49,0.5,0.31,0.74,0.34,0.25,0.27,0.26,0.26,0.26,0.27,0.26,0.26,0.27,0.27,0.26,0
4621,0.49,0.5,0.5,0.49,0.49,0.31,0.74,0.3,0.23,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0
4622,0.48,0.5,0.5,0.49,0.49,0.31,0.75,0.21,0.22,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.26,0.25,0
