Data,ClassEntropy,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilityMin,ClassProbabilitySTD,DatasetRatio,InverseDatasetRatio,KurtosisMax,KurtosisMean,KurtosisMin,KurtosisSTD,Landmark1NN,LandmarkDecisionNodeLearner,LandmarkDecisionTree,LandmarkLDA,LandmarkNaiveBayes,LandmarkRandomNodeLearner,LogDatasetRatio,LogInverseDatasetRatio,LogNumberOfFeatures,LogNumberOfInstances,NumberOfCategoricalFeatures,NumberOfClasses,NumberOfFeatures,NumberOfFeaturesWithMissingValues,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,PCAFractionOfComponentsFor95PercentVariance,PCAKurtosisFirstPC,PCASkewnessFirstPC,PercentageOfFeaturesWithMissingValues,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,RatioNominalToNumerical,RatioNumericalToNominal,SkewnessMax,SkewnessMean,SkewnessMin,SkewnessSTD,SymbolsMax,SymbolsMean,SymbolsMin,SymbolsSTD,SymbolsSum
734,0.983204857,0.576145455,0.5,0.423854545,0.076145455,0.002909091,343.75,6872,916.5299703,-0.616487503,2054.709851,0.808437223,0.753162316,0.834615661,0.875854732,0.661092584,0.587490612,-5.839914649,5.839914649,3.688879454,9.528794103,0,2,40,0,13750,0,0,40,0.45,6.557040215,2.275696754,0,0,0,0,0,2.36593008,-4.557412014,-75.96554565,16.77928157,0,0,0,0,0
735,0.88416649,0.697631836,0.5,0.302368164,0.197631836,0.001464844,682.6666667,313.5569924,77.02154015,0.901858295,101.4846848,0.894530564,0.838745651,0.891602245,0.89587665,0.886962138,0.762449084,-6.526006697,6.526006697,2.48490665,9.010913347,0,2,12,0,8192,0,0,12,0.75,9.271140099,1.568273664,0,0,0,0,0,13.89530563,5.073375578,-0.791519582,4.287186673,0,0,0,0,0
736,0.99853585,0.522522523,0.5,0.477477477,0.022522523,0.027027027,37,1.204407741,-0.130953757,-0.929224483,0.95024435,0.603333333,0.717272727,0.616060606,0.703939394,0.690606061,0.585,-3.610917913,3.610917913,1.098612289,4.709530201,0,2,3,0,111,0,0,3,1,-0.698156834,-0.11546573,0,0,0,0,0,1.248103857,0.178920344,-0.486246794,0.763507245,0,0,0,0,0
737,0.999953297,0.504023173,0.5,0.495976827,0.004023173,0.001931123,517.8333333,8.410370827,1.953988184,0.2784941,2.893413833,0.800462195,0.725806864,0.770184203,0.842629069,0.739652958,0.544259978,-6.24965344,6.24965344,1.791759469,8.041412909,0,2,6,0,3107,0,0,6,0.5,0.548882484,-0.321572572,0,0,0,0,0,0.587624311,0.033454438,-1.019754529,0.651734193,0,0,0,0,0
740,0.989587521,0.56,0.5,0.44,0.06,0.01,100,1.910245895,-0.705255677,-1.256608187,0.961755836,0.758,0.706,0.853,0.67,0.665,0.546,-4.605170186,4.605170186,2.302585093,6.907755279,0,2,10,0,1000,0,0,10,0.7,-0.1275208,-0.651575029,0,0,0,0,0,1.414754987,0.228654678,-0.041490238,0.456330689,0,0,0,0,0
741,0.999975234,0.502929688,0.5,0.497070313,0.002929688,0.001953125,512,-0.128813613,-0.128813613,-0.128813613,0,0.674712423,0.726484724,0.681642927,0.692149512,0.654199769,0.595708629,-6.238324625,6.238324625,0.693147181,6.931471806,1,2,2,0,1024,0,0,1,0.8,-0.200864275,-0.739159321,0,0,0,1,1,0.724878265,0.724878265,0.724878265,0,4,4,4,0,4
742,0.987394484,0.566,0.5,0.434,0.066,0.2,5,1.656360704,-1.127333463,-1.331684113,0.378061327,0.547814326,0.746262505,0.818032013,0.616108043,0.646356142,0.566016807,-1.609437912,1.609437912,4.605170186,6.214608098,0,2,100,0,500,0,0,100,0.86,-0.193565607,-0.565405965,0,0,0,0,0,1.268960118,0.035256448,-0.143802717,0.177677679,0,0,0,0,0
743,0.994658318,0.543,0.5,0.457,0.043,0.005,200,-0.71645328,-1.093242338,-1.202308607,0.189021436,0.865941494,0.701011501,0.876992199,0.637167517,0.654108111,0.611056606,-5.298317367,5.298317367,1.609437912,6.907755279,0,2,5,0,1000,0,0,5,0.8,-0.722601175,0.017721139,0,0,0,0,0,0.052035604,0.001943106,-0.023411565,0.026795803,0,0,0,0,0
744,0.988148956,0.564,0.5,0.436,0.064,0.02,50,1.569494724,-0.249847332,-1.21008713,1.043120509,0.836115385,0.748384615,0.78824359,0.687564103,0.744230769,0.635871795,-3.912023005,3.912023005,1.609437912,5.521460918,0,2,5,0,250,0,0,5,0.6,-0.308840513,0.60488385,0,0,0,0,0,1.300104856,0.417289394,0.007212914,0.525465294,0,0,0,0,0
745,0.924457141,0.660377358,0.5,0.339622642,0.160377358,0.094339623,10.6,5.50981188,0.989432002,-0.835015826,1.570072218,0.968235294,0.949019608,0.936470588,0.943921569,0.917254902,0.88122549,-2.360854001,2.360854001,2.708050201,5.068904202,1,2,15,0,159,0,0,14,0.5,-0.45400672,0.286307884,0,0,0,0.071428571,14,2.684606091,0.659133523,-0.983352932,0.801235543,6,6,6,0,6
746,0.98499001,0.572,0.5,0.428,0.072,0.1,10,-0.803122282,-1.197314676,-1.340882223,0.103549362,0.576576923,0.670730769,0.839217949,0.598987179,0.634564103,0.590794872,-2.302585093,2.302585093,3.218875825,5.521460918,0,2,25,0,250,0,0,25,0.88,-0.648857594,0.022381127,0,0,0,0,0,0.197063267,0.022725037,-0.22045444,0.094208518,0,0,0,0,0
747,0.773706918,0.77245509,0.5,0.22754491,0.27245509,0.023952096,41.75,0,0,0,0,0.886715686,0.928676471,0.916911765,0.934558824,0.928676471,0.773014706,-3.731699451,3.731699451,1.386294361,5.117993812,4,2,4,0,167,0,0,0,0.631578947,-1.207565163,-0.033911598,0,0,0,0,0,0,0,0,0,5,4.75,4,0.433012702,19
748,0.866571888,0.711656442,0.5,0.288343558,0.211656442,0.030674847,32.6,12.54011832,4.178937764,-0.557382557,5.929634114,0.734191176,0.712279412,0.727941176,0.758112745,0.67379902,0.716911765,-3.484312288,3.484312288,1.609437912,5.093750201,2,2,5,0,163,0,0,3,0.571428571,-0.199987257,-0.416271957,0,0,0,0.666666667,1.5,3.000241524,1.177437524,-0.522687208,1.440843356,2,2,2,0,4
749,0.998048596,0.526,0.5,0.474,0.026,0.01,100,1.718689919,-0.265335879,-1.217396311,1.093874071,0.872291317,0.698372149,0.830239296,0.670119248,0.632313725,0.592020008,-4.605170186,4.605170186,1.609437912,6.214608098,0,2,5,0,500,0,0,5,0.6,-0.272134304,0.59995842,0,0,0,0,0,1.362853765,0.420038626,-0.02267492,0.549182049,0,0,0,0,0
750,0.999815327,0.508,0.5,0.492,0.008,0.014,71.42857143,4.564743042,0.482046724,-1.167650501,1.787284208,0.606392957,0.525971989,0.557215686,0.515932773,0.554417767,0.528088035,-4.268697949,4.268697949,1.945910149,6.214608098,0,2,7,0,500,0,0,7,0.857142857,-0.186470509,0.262939423,0,0,0,0,0,0.821424961,-0.045486066,-0.910818279,0.519081509,0,0,0,0,0
751,0.989587521,0.56,0.5,0.44,0.06,0.01,100,1.889794138,-0.589014812,-1.251974523,0.988958029,0.731,0.718,0.857,0.65,0.654,0.548,-4.605170186,4.605170186,2.302585093,6.907755279,0,2,10,0,1000,0,0,10,0.7,-0.149138212,0.680300534,0,0,0,0,0,1.410879731,0.305742041,-0.045471832,0.477649985,0,0,0,0,0
752,0.999955972,0.50390625,0.5,0.49609375,0.00390625,0.00390625,256,-1.156664133,-1.196850605,-1.22661939,0.014275588,0.559570599,0.653689007,0.844850118,0.646486882,0.648805742,0.503784361,-5.545177444,5.545177444,3.465735903,9.010913347,0,2,32,0,8192,0,0,32,0.96875,-0.080438614,0.013140475,0,0,0,0,0,0.025768757,-0.002686804,-0.032064069,0.01299742,0,0,0,0,0
753,0.996240114,0.536082474,0.5,0.463917526,0.036082474,0.164948454,6.0625,25.59521294,2.730182029,-0.281126976,4.488001915,0.540789474,0.530789474,0.509736842,0.608947368,0.602631579,0.463684211,-1.802122256,1.802122256,3.465735903,5.267858159,0,2,32,0,194,0,0,32,0.375,0.412049055,0.470459044,0,0,0,0,0,3.871342897,1.130561117,-0.129100129,0.758819607,0,0,0,0,0
754,0.995378439,0.54,0.5,0.46,0.04,0.05,20,-0.922538519,-1.073170304,-1.322207847,0.143830205,0.831616162,0.664545455,0.784141414,0.837878788,0.89010101,0.580606061,-2.995732274,2.995732274,1.609437912,4.605170186,0,2,5,0,100,0,0,5,1,-0.167563438,0.260793924,0,0,0,0,0,0.349595666,0.015503789,-0.131299525,0.178229691,0,0,0,0,0
755,1,0.5,0.5,0.5,0,0.080645161,12.4,0.376687706,0.005674386,-0.436759643,0.278614708,0.745833333,0.741666667,0.804166667,0.7375,0.754166667,0.625,-2.517696473,2.517696473,1.609437912,4.127134385,0,2,5,0,62,0,0,5,1,0.62649703,-0.186087891,0,0,0,0,0,0.233270124,-0.108652457,-0.501126349,0.278017903,0,0,0,0,0
756,0.924457141,0.660377358,0.5,0.339622642,0.160377358,0.094339623,10.6,5.509812477,0.88685216,-0.835015774,1.564641187,0.968235294,0.949019608,0.949019608,0.943921569,0.938039216,0.88002451,-2.360854001,2.360854001,2.708050201,5.068904202,0,2,15,0,159,0,0,15,0.6,-0.390426397,-0.300606489,0,0,0,0,0,2.684606314,0.621461449,-0.983353019,0.7867964,0,0,0,0,0
758,0.839530498,0.731343284,0.5,0.268656716,0.231343284,0.208955224,4.785714286,61.99438405,20.23685919,2.977818012,20.55365931,0.938095238,0.94047619,0.926190476,0.897619048,0.90952381,0.764285714,-1.56563529,1.56563529,2.63905733,4.204692619,0,2,14,0,67,0,0,14,0.357142857,3.242179871,-1.989932775,0,0,0,0,0,7.9989748,3.862845148,1.842545867,2.135300478,0,0,0,0,0
759,1,0.5,0.5,0.5,0,0.166666667,6,25.7643444,8.025804478,-0.857149294,8.790336709,0.8875,1,1,0.8375,0.795833333,0.608333333,-1.791759469,1.791759469,2.397895273,4.189654742,0,2,11,0,66,0,0,11,0.454545455,5.319782257,2.16707921,0,0,0,0,0,5.066212654,2.292694511,-0.02703215,1.613431603,0,0,0,0,0
761,0.88416649,0.697631836,0.5,0.302368164,0.197631836,0.002563477,390.0952381,617.6975708,82.64278857,0.901858295,144.6673166,0.908444777,0.8531505,0.907468572,0.916630265,0.897949223,0.69763203,-5.96639091,5.96639091,3.044522438,9.010913347,0,2,21,0,8192,0,0,21,0.619047619,3.641834259,1.567580938,0,0,0,0,0,21.53807831,5.397368661,-0.791519582,4.963388974,0,0,0,0,0
762,0.992774454,0.55,0.5,0.45,0.05,0.1,10,0.724942273,-0.943581124,-1.349415302,0.604542263,0.629292929,0.741414141,0.698989899,0.719191919,0.741414141,0.519191919,-2.302585093,2.302585093,2.302585093,4.605170186,0,2,10,0,100,0,0,10,0.8,-0.714968681,-0.157164842,0,0,0,0,0,0.888049364,0.166278065,-0.189719662,0.27718265,0,0,0,0,0
763,1,0.5,0.5,0.5,0,0.04,25,-1.064204343,-1.152655635,-1.262978729,0.061512722,0.706730769,0.719551282,0.739423077,0.806410256,0.826923077,0.564102564,-3.218875825,3.218875825,2.302585093,5.521460918,0,2,10,0,250,0,0,10,1,-0.147053003,-0.070470072,0,0,0,0,0,0.124682881,-0.015434596,-0.155992448,0.084900046,0,0,0,0,0
764,0.53571502,0.877777778,0.5,0.122222222,0.377777778,0.006666667,150,-1.207430341,-1.207430341,-1.207430341,0,0.898221344,0.877964427,0.893577075,0.919960474,0.538043478,0.877964427,-5.010635294,5.010635294,1.098612289,6.109247583,2,2,3,0,450,0,0,1,0.818181818,-1.207430341,-1.42E-16,0,0,0,2,0.5,-1.18E-17,-1.18E-17,-1.18E-17,0,5,5,5,0,10
765,0.570287337,0.865263158,0.5,0.134736842,0.365263158,0.006315789,158.3333333,-1.206666667,-1.206666667,-1.206666667,0,0.919895245,0.865368541,0.919721559,0.94942014,0.70545846,0.865368541,-5.064702515,5.064702515,1.098612289,6.163314804,2,2,3,0,475,0,0,1,0.818181818,-1.206666667,-1.23E-16,0,0,0,2,0.5,-2.24E-17,-2.24E-17,-2.24E-17,0,5,5,5,0,10
766,0.998337377,0.524,0.5,0.476,0.024,0.1,10,-0.952919472,-1.179874103,-1.337120891,0.061693434,0.553687875,0.723904762,0.761839136,0.627979992,0.629979992,0.504081633,-2.302585093,2.302585093,3.912023005,6.214608098,0,2,50,0,500,0,0,50,0.9,-0.735171318,0.021731643,0,0,0,0,0,0.143501014,-0.007372777,-0.138318434,0.069294201,0,0,0,0,0
767,0.55309196,0.871578947,0.5,0.128421053,0.371578947,0.006315789,158.3333333,-1.206666667,-1.206666667,-1.206666667,0,0.926102728,0.871618541,0.905047764,0.941214358,0.702983427,0.871618541,-5.064702515,5.064702515,1.098612289,6.163314804,2,2,3,0,475,0,0,1,0.818181818,-1.206666667,-1.23E-16,0,0,0,2,0.5,-2.24E-17,-2.24E-17,-2.24E-17,0,5,5,5,0,10
768,0.992774454,0.55,0.5,0.45,0.05,0.25,4,0.807204416,-1.030298618,-1.366858288,0.469440659,0.535353535,0.474747475,0.671717172,0.55959596,0.53030303,0.615151515,-1.386294361,1.386294361,3.218875825,4.605170186,0,2,25,0,100,0,0,25,0.8,-0.688091516,-0.470564812,0,0,0,0,0,1.185725212,0.111666734,-0.302543372,0.311551596,0,0,0,0,0
769,0.993341812,0.548,0.5,0.452,0.048,0.2,5,-0.742856026,-1.18641759,-1.331514995,0.09350327,0.607794872,0.748089744,0.844166667,0.619012821,0.662423077,0.519371795,-1.609437912,1.609437912,3.912023005,5.521460918,0,2,50,0,250,0,0,50,0.88,-0.559164762,-0.054812912,0,0,0,0,0,0.209065586,-0.011547888,-0.165989637,0.082897492,0,0,0,0,0
770,0.999953833,0.504,0.5,0.496,0.004,0.0096,104.1666667,60.58221044,10.13688791,-1.196065592,22.58268811,0.931310804,0.729800307,0.960087046,0.615642601,0.609344598,0.515181772,-4.645992181,4.645992181,1.791759469,6.43775165,0,2,6,0,625,0,0,6,1,-0.384641171,-0.601481915,0,0,0,0,0,6.402214527,1.418069542,-0.230355084,2.29926642,0,0,0,0,0
771,0.99107606,0.555555556,0.5,0.444444444,0.055555556,0.027777778,36,-0.786729107,-0.786729107,-0.786729107,0,0.715454545,0.667272727,0.668181818,0.713636364,0.618181818,0.518181818,-3.583518938,3.583518938,1.098612289,4.682131227,2,2,3,0,108,0,0,1,0.647058824,-0.707991859,-0.410390585,0,0,0,2,0.5,0.402080227,0.402080227,0.402080227,0,12,8,4,4,16
772,0.991223253,0.555096419,0.5,0.444903581,0.055096419,0.00137741,726,10.76923752,3.048028151,-0.816184998,5.459720297,0.51656473,0.544087666,0.505067108,0.558753823,0.553682467,0.544087666,-6.587550015,6.587550015,1.098612289,7.686162303,0,2,3,0,2178,0,0,3,1,0.833331585,0.839292943,0,0,0,0,0,3.273695707,0.820768575,-0.857283056,1.773240051,0,0,0,0,0
773,0.999953833,0.504,0.5,0.496,0.004,0.1,10,-1.070695996,-1.219420318,-1.384651065,0.071699896,0.621269231,0.659089744,0.739653846,0.809871795,0.817076923,0.595948718,-2.302585093,2.302585093,3.218875825,5.521460918,0,2,25,0,250,0,0,25,0.92,-0.231962919,0.006007731,0,0,0,0,0,0.228264347,-0.018500164,-0.256404042,0.110752095,0,0,0,0,0
774,0.998709155,0.521148036,0.5,0.478851964,0.021148036,0.004531722,220.6666667,0.100130081,0.005333625,-0.10908103,0.086529292,0.521309188,0.513592875,0.494395505,0.569340361,0.554646697,0.498553039,-5.396653267,5.396653267,1.098612289,6.495265556,0,2,3,0,662,0,0,3,1,-0.21670723,0.139108136,0,0,0,0,0,0.403666139,0.139550229,-0.322404057,0.327769736,0,0,0,0,0
775,0.985815037,0.57,0.5,0.43,0.07,0.25,4,-0.423112869,-1.131824492,-1.399374771,0.208519475,0.534343434,0.771515152,0.779494949,0.633838384,0.823939394,0.558282828,-1.386294361,1.386294361,3.218875825,4.605170186,0,2,25,0,100,0,0,25,0.84,-0.683084011,0.291300327,0,0,0,0,0,0.579699218,0.002980804,-0.343518943,0.164864312,0,0,0,0,0
776,1,0.5,0.5,0.5,0,0.02,50,-1.06673193,-1.161644599,-1.248109282,0.05852828,0.811538462,0.615705128,0.764423077,0.800961538,0.860576923,0.615705128,-3.912023005,3.912023005,1.609437912,5.521460918,0,2,5,0,250,0,0,5,1,-0.815796375,0.019903647,0,0,0,0,0,-0.017824383,-0.065223704,-0.111866578,0.038349385,0,0,0,0,0
777,0.983939395,0.574468085,0.5,0.425531915,0.074468085,0.14893617,6.714285714,3.427068132,0.460883153,-1.09481908,1.486013308,0.875,0.835,0.855,0.86,0.82,0.755,-1.904237453,1.904237453,1.945910149,3.850147602,0,2,7,0,47,0,0,7,0.714285714,-1.030457735,0.121203855,0,0,0,0,0,1.312863946,0.492354474,-0.95128566,0.699200409,0,0,0,0,0
778,0.999818247,0.507936508,0.5,0.492063492,0.007936508,0.055555556,18,58.34570249,6.624450102,-0.431939773,14.70625378,0.821423077,0.995833333,0.995833333,0.952602564,0.790051282,0.808948718,-2.890371758,2.890371758,2.63905733,5.529429088,0,2,14,0,252,0,0,14,0.571428571,2.180851936,0.616706312,0,0,0,0,0,2.241688728,0.255200679,-5.352880955,1.670942715,0,0,0,0,0
779,0.996661914,0.534,0.5,0.466,0.034,0.05,20,-0.691142522,-1.183447608,-1.264437469,0.10856996,0.607913565,0.666277711,0.793589436,0.648315326,0.652235294,0.672272909,-2.995732274,2.995732274,3.218875825,6.214608098,0,2,25,0,500,0,0,25,0.92,-0.688138723,-0.117844224,0,0,0,0,0,0.135061964,0.00556659,-0.222743407,0.079699003,0,0,0,0,0
780,0.977417818,0.588235294,0.5,0.411764706,0.088235294,0.117647059,8.5,9.049796599,2.735145323,-0.745155066,4.472052247,0.646666667,0.63,0.686666667,0.703333333,0.663333333,0.59,-2.140066163,2.140066163,1.791759469,3.931825633,0,2,6,0,51,0,0,6,0.833333333,1.284889221,-0.498528123,0,0,0,0,0,2.606963158,-0.073404603,-2.288600683,1.44448799,0,0,0,0,0
782,0.998195879,0.525,0.5,0.475,0.025,0.016666667,60,-1.216783233,-1.220512841,-1.224242449,0.003729608,0.909382284,0.876048951,0.93513986,0.958974359,0.926282051,0.876048951,-4.094344562,4.094344562,0.693147181,4.787491743,0,2,2,0,120,0,0,2,1,-1.216783285,-1.59E-08,0,0,0,0,0,1.59E-08,-1.78E-15,-1.59E-08,1.59E-08,0,0,0,0,0
783,0.970950594,0.6,0.5,0.4,0.1,0.1,10,0.226738122,-0.898156358,-1.44287508,0.46584472,0.57,0.54,0.82,0.59,0.6,0.58,-2.302585093,2.302585093,2.302585093,4.605170186,0,2,10,0,100,0,0,10,0.7,-0.60755372,0.561080158,0,0,0,0,0,1.089773417,0.16624732,-0.169871584,0.373930863,0,0,0,0,0
784,1,0.5,0.5,0.5,0,0.021428571,46.66666667,6.903338144,2.984443336,-0.934451472,3.918894808,0.685714286,0.628571429,0.721428571,0.778571429,0.678571429,0.628571429,-3.843030134,3.843030134,1.098612289,4.941642423,1,2,3,0,140,0,0,2,0.692307692,-0.470441419,-0.538436905,0,0,0,0.5,2,2.717586325,1.495211728,0.272837131,1.222374597,11,11,11,0,11
785,0.99964375,0.511111111,0.5,0.488888889,0.011111111,1.022222222,0.97826087,11.46407641,0.885662842,-0.79778986,1.999720288,0.835,0.916666667,0.916666667,0.465,0.918333333,0.601666667,0.021978907,-0.021978907,3.828641396,3.80666249,0,2,46,0,45,0,0,46,0.195652174,0.156052113,-0.959794402,0,0,0,0,0,2.528914213,0.168281835,-1.131415606,0.562678352,0,0,0,0,0
787,0.998845536,0.52,0.5,0.48,0.02,0.08,12.5,3.198539042,1.248753204,-0.391204761,1.43447074,0.623333333,0.618333333,0.735,0.756666667,0.646666667,0.625,-2.525728644,2.525728644,1.386294361,3.912023005,0,2,4,0,50,0,0,4,0.75,2.723231316,0.902330697,0,0,0,0,0,0.425195843,-0.03310214,-0.642034411,0.401071029,0,0,0,0,0
788,0.978542386,0.586021505,0.5,0.413978495,0.086021505,0.322580645,3.1,181.0054188,17.4560709,-3,34.31420354,0.713536292,0.564637083,0.747162023,0.719676643,0.542741658,0.56372549,-1.131402111,1.131402111,4.094344562,5.225746674,0,2,60,0,186,0,0,60,0.35,-0.832137346,0.74365437,0,0,0,0,0,13.52794838,3.138705378,-0.138391376,2.947613723,0,0,0,0,0
789,0.997401589,0.53,0.5,0.47,0.03,0.1,10,-0.548597413,-1.106021203,-1.42972064,0.23783397,0.623939394,0.707272727,0.739292929,0.607979798,0.653232323,0.470808081,-2.302585093,2.302585093,2.302585093,4.605170186,0,2,10,0,100,0,0,10,0.9,-0.597579718,0.260674864,0,0,0,0,0,0.20689413,-0.069731736,-0.272311568,0.151968035,0,0,0,0,0
790,0.988283611,0.563636364,0.5,0.436363636,0.063636364,0.036363636,27.5,-1.28818886,-1.28818886,-1.28818886,0,0.849047619,0.909047619,0.835714286,0.838095238,0.834761905,0.527142857,-3.314186005,3.314186005,0.693147181,4.007333185,1,2,2,0,55,0,0,1,0.769230769,-1.319474095,0.061695622,0,0,0,1,1,-0.067623556,-0.067623556,-0.067623556,0,12,12,12,0,12
791,0.968164732,0.604651163,0.5,0.395348837,0.104651163,0.046511628,21.5,0.346461058,-0.182328701,-0.71111846,0.528789759,0.483333333,0.59,0.576666667,0.65,0.7,0.7,-3.068052935,3.068052935,0.693147181,3.761200116,0,2,2,0,43,0,0,2,1,-0.062651873,0.566139638,0,0,0,0,0,-0.492941439,-0.713599741,-0.934258044,0.220658302,0,0,0,0,0
792,0.973242407,0.596,0.5,0.404,0.096,0.01,100,-0.12092042,-0.927565501,-1.261921437,0.434627564,0.894343337,0.788446579,0.8765002,0.698352141,0.794444978,0.586132053,-4.605170186,4.605170186,1.609437912,6.214608098,0,2,5,0,500,0,0,5,0.8,-0.7123487,-0.244312614,0,0,0,0,0,0.661383808,0.133675765,-0.053572141,0.266473093,0,0,0,0,0
793,0.995378439,0.54,0.5,0.46,0.04,0.04,25,2.939675562,-0.554877312,-1.23340404,1.249028025,0.651923077,0.675320513,0.8625,0.673076923,0.644871795,0.540064103,-3.218875825,3.218875825,2.302585093,5.521460918,0,2,10,0,250,0,0,10,0.7,-0.04439187,0.640157342,0,0,0,0,0,1.517865539,0.197208002,-0.199532196,0.501895782,0,0,0,0,0
794,0.990932404,0.556,0.5,0.444,0.056,0.1,10,0.051229954,-1.144767019,-1.333265424,0.264504681,0.583371795,0.784269231,0.783948718,0.660384615,0.736410256,0.579384615,-2.302585093,2.302585093,3.218875825,5.521460918,0,2,25,0,250,0,0,25,0.88,-0.633190393,-0.334238529,0,0,0,0,0,0.789998531,0.039349867,-0.150423348,0.182035548,0,0,0,0,0
795,0.999894654,0.506042296,0.5,0.493957704,0.006042296,0.004531722,220.6666667,0.091927528,0.030158666,-0.078253269,0.076907122,0.500276589,0.507554883,0.497242807,0.545140382,0.53007654,0.511985179,-5.396653267,5.396653267,1.098612289,6.495265556,0,2,3,0,662,0,0,3,1,-0.155771732,0.16541025,0,0,0,0,0,0.297763348,0.115212172,-0.183557257,0.212990443,0,0,0,0,0
796,0.816916404,0.746411483,0.5,0.253588517,0.246411483,0.033492823,29.85714286,22.2179843,13.29497585,5.73363445,5.776767943,0.966623377,0.866233766,0.972272727,0.927337662,0.607337662,0.746753247,-3.396424103,3.396424103,1.945910149,5.342334252,1,2,7,0,209,0,0,6,0.444444444,5.386140696,2.047584893,0,0,0,0.166666667,6,4.026516273,3.112115011,2.125268297,0.654208579,30,30,30,0,30
797,0.989587521,0.56,0.5,0.44,0.06,0.05,20,1.723399639,-1.06534067,-1.282496333,0.47721465,0.551,0.711,0.817,0.647,0.678,0.56,-2.995732274,2.995732274,3.912023005,6.907755279,0,2,50,0,1000,0,0,50,0.88,-0.227146149,-0.522327721,0,0,0,0,0,1.306830525,0.045954402,-0.06645596,0.228851418,0,0,0,0,0
799,0.999974031,0.503,0.5,0.497,0.003,0.005,200,-1.144292712,-1.186336241,-1.22546429,0.026464102,0.862981298,0.699982398,0.795978298,0.849011001,0.878922892,0.699982398,-5.298317367,5.298317367,1.609437912,6.907755279,0,2,5,0,1000,0,0,5,1,-0.523640633,0.007978941,0,0,0,0,0,0.052413259,0.020998834,-0.05457785,0.039377965,0,0,0,0,0
8,3.025792739,0.339130435,0.066666667,0.002898551,0.084353968,0.014492754,69,13.59717736,7.032147774,0.71974618,4.793581122,0.187779606,0.31427357,0.178831104,0.336361482,0.311133148,0.324149249,-4.234106505,4.234106505,1.609437912,5.843544417,0,15,5,0,345,0,0,5,1,6.783329964,-2.225270271,0,0,0,0,0,3.050162792,1.710102719,-0.386742204,1.322839014,0,0,0,0,0
800,0.980947013,0.581081081,0.5,0.418918919,0.081081081,0.364864865,2.740740741,32.02775429,5.112369897,-3,8.350256561,0.783531746,0.658134921,0.864285714,0.860714286,0.525198413,0.679166667,-1.008228227,1.008228227,3.295836866,4.304065093,0,2,27,0,74,0,0,27,0.518518519,0.699735165,-1.087187648,0,0,0,0,0,5.833332539,1.912597113,0,1.453440136,0,0,0,0,0
801,0.997448223,0.52972973,0.5,0.47027027,0.02972973,0.010810811,92.5,0.978297472,-0.131907447,-1.242112366,1.110204919,0.595786034,0.68243894,0.601668387,0.644031648,0.660474716,0.687702098,-4.527208645,4.527208645,0.693147181,5.220355825,0,2,2,0,185,0,0,2,1,-0.514372826,0.408114135,0,0,0,0,0,0.668698668,0.257702105,-0.153294459,0.410996564,0,0,0,0,0
803,0.997287795,0.53064946,0.5,0.46935054,0.03064946,0.000701361,1425.8,1.448749065,0.497161474,-1.112266156,0.962088071,0.912756756,0.936880413,0.911916424,0.939404961,0.932812496,0.586193508,-7.262488339,7.262488339,1.609437912,8.871926251,0,2,5,0,7129,0,0,5,0.8,-0.021091938,-0.000113317,0,0,0,0,0,0.670719802,0.113258071,-0.170752868,0.31391336,0,0,0,0,0
804,0.999411065,0.514285714,0.5,0.485714286,0.014285714,0.1,10,-0.315155519,-0.564177836,-0.881109453,0.23598689,0.736309524,0.580952381,0.570238095,0.728571429,0.70952381,0.561904762,-2.302585093,2.302585093,1.945910149,4.248495242,4,2,7,0,70,0,0,3,0.615384615,-0.507063449,0.169961593,0,0,0,1.333333333,0.75,0.232468791,0.222084539,0.205931639,0.011576214,4,2.5,2,0.866025404,10
805,0.99773667,0.528,0.5,0.472,0.028,0.1,10,1.029198177,-1.096877161,-1.280985899,0.378336911,0.554141657,0.639490996,0.795939176,0.645687075,0.629803121,0.53185114,-2.302585093,2.302585093,3.912023005,6.214608098,0,2,50,0,500,0,0,50,0.86,-0.489701986,-0.468397468,0,0,0,0,0,1.184060574,0.056983802,-0.116674751,0.21251374,0,0,0,0,0
